ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
100831,Hege Riise,F,31,165,62,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
105275,Brit Sandaune,F,28,172,65,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
121584,Anne Tnnessen,F,26,164,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Football,Football Women's Football,Gold
30943,Kristine Duvholt (-Havns),F,26,166,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
32924,Ann-Cathrin Eriksen,F,29,163,62,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
41092,Susann Goksr-Bjerkrheim,F,30,168,64,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
43000,Kjersti Elizabeth Grini,F,29,178,72,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
45143,Trine Haltvik,F,35,172,71,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
48644,Elisabeth Hilmo,F,23,180,75,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
51016,Mia Terese Hundvin,F,23,165,55,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
66847,Tonje Larsen,F,25,184,72,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
68297,Cecilie Leganger,F,25,179,76,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
86347,Jeanette Nilsen,F,28,181,78,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
102109,Marianne Rokne,F,22,178,73,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
105417,Monica Sandve (-Langeland),F,26,168,62,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
106416,Herdis Birgitte Sttem (-Jomaas),F,22,178,70,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
113612,Else-Marthe Srlie Lybekk,F,22,177,76,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
120579,Heidi Marie Tjugum (-Mrk-),F,27,178,68,Norway,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
9502,Fredrik Raaen Bekken,M,25,183,84,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver
122530,Olaf Karl Tufte,M,24,193,94,Norway,NOR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Double Sculls,Silver
25718,Paul Martin Davis,M,42,193,105,Norway,NOR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Bronze
55077,Herman Horn Johannessen,M,36,174,72,Norway,NOR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Bronze
115408,Espen Stokkeland,M,32,182,92,Norway,NOR,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Mixed Three Person Keelboat,Bronze
114939,Harald Stenvaag,M,47,182,90,Norway,NOR,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",Bronze
43887,Trude Gundersen (-Lehmann),F,23,170,63,Norway,NOR,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Women's Welterweight,Silver
62932,Robert Marek Korzeniowski,M,32,168,60,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Gold
62932,Robert Marek Korzeniowski,M,32,168,60,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 50 kilometres Walk,Gold
111728,Kamila Skolimowska,F,17,180,112,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,Gold
135095,Szymon Zikowski,M,24,192,120,Poland,POL,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Hammer Throw,Gold
7695,Pawe Baraszkiewicz,M,23,174,86,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
11289,Dariusz Edward Biakowski,M,30,185,91,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
54144,Daniel Jdraszko,M,24,192,92,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Silver
63223,Grzegorz Leon Kotowicz,M,27,187,85,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
91977,Aneta Pastuszka-Konieczna,F,22,168,73,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
108848,Adam Dariusz Seroczyski,M,26,188,84,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
112830,Beata Sokoowska-Kulesza,F,26,160,59,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
131149,Marek Krzysztof Witkowski,M,26,185,87,Poland,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
43286,Sylwia Gruchaa,F,18,172,59,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Silver
82794,Magdalena Urszula Mroczkiewicz,F,21,179,65,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Silver
103829,Anna Maria Rybicka,F,23,170,61,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Silver
131379,Barbara Mirosawa Wolnicka-Szewczyk,F,30,187,71,Poland,POL,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's Foil, Team",Silver
12154,Leszek Robert Blanik,M,23,163,64,Poland,POL,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Bronze
64583,Tomasz Bogusaw Kucharski,M,26,181,72,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Gold
117186,Robert Sycz,M,26,183,75,Poland,POL,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Gold
76810,Renata Magorzata Mauer-Raska,F,31,154,50,Poland,POL,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Women's Small-Bore Rifle, Three Positions, 50 metres",Gold
63634,Szymon Piotr Koecki,M,18,181,94,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Middle-Heavyweight,Silver
131745,Agata Ewa Wrbel,F,19,173,122,Poland,POL,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Women's Super-Heavyweight,Silver
63636,Krzysztof Marek Koomaski,M,27,169,69,Poland-1,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
114333,Micha Tomasz Staniszewski,M,26,178,78,Poland-1,POL,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Silver
100390,Maria Fernanda Moreira Ribeiro,F,31,161,48,Portugal,POR,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 10,000 metres",Bronze
27286,Nuno Miguel Delgado,M,24,180,81,Portugal,POR,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Half-Middleweight,Bronze
104344,Asaad Said Saif,M,21,176,104.5,Qatar,QAT,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Heavyweight,Bronze
9259,Violeta Beclea-Szekely,F,35,169,52,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Silver
83735,Oana Manuela Muunoi-Pantelimon,F,27,178,61,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,Bronze
110790,Lidia Elena imon (Slvueanu-),F,27,160,43,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Marathon,Silver
117321,Gabriela Szabo (-Gyngyssy),F,24,158,42,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 1,500 metres",Bronze
117321,Gabriela Szabo (-Gyngyssy),F,24,158,42,Romania,ROU,2000 Summer,2000,Summer,Sydney,Athletics,"Athletics Women's 5,000 metres",Gold
110688,Dorel Simion,M,23,172,67,Romania,ROU,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,Bronze
110690,Marian Simion,M,24,181,75,Romania,ROU,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,Silver
52287,Raluca Andreea Ioni,F,24,184,78,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
69936,Mariana Limbu,F,23,175,71,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
96143,Florin Popescu,M,26,183,80,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
96143,Florin Popescu,M,26,183,80,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
96956,Mitic Pricop,M,22,178,76,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 500 metres",Bronze
96956,Mitic Pricop,M,22,178,76,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Gold
98215,Elena Radu,F,25,178,71,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
120857,Sanda Toma (-Nicolae),F,30,175,71,Romania,ROU,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
23542,Mihai Claudiu Covaliu,M,22,181,73,Romania,ROU,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Individual",Gold
3281,Simona Amnar (-Tabr),F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Gold
3281,Simona Amnar (-Tabr),F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
3281,Simona Amnar (-Tabr),F,20,158,44,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
12485,Loredana Boboc,F,16,139,32,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
52440,Florena Andreea Isrescu,F,16,150,37,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
88596,Maria Olaru,F,18,163,48,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Individual All-Around,Silver
88596,Maria Olaru,F,18,163,48,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
96868,Maria Claudia Prescan,F,20,156,42,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
98220,Andreea Mdlina Rducan,F,16,148,37,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Gold
98220,Andreea Mdlina Rducan,F,16,148,37,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Silver
123534,Marius Daniel Urzic,M,24,163,57,Romania,ROU,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
100619,Simona Marcela Richter,F,28,170,78,Romania,ROU,2000 Summer,2000,Summer,Sydney,Judo,Judo Women's Half-Heavyweight,Bronze
22243,Veronica Cogeanu-Cochela,F,34,175,78,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
25098,Georgeta Damian-Andrunache,F,24,178,75,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Gold
25098,Georgeta Damian-Andrunache,F,24,178,75,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
30565,Maria Magdalena Dumitrache,F,23,187,83,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
37871,Liliana Gafencu,F,25,178,76,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
39581,Elena Georgescu-Nedelcu,F,36,160,55,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
51696,Doina Ignat,F,31,181,81,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Gold
51696,Doina Ignat,F,31,181,81,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
88657,Elisabeta Oleniuc-Lip,F,35,183,80,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
89006,Ioana Olteanu (Clin-),F,34,178,74,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
95104,Constana Pipot-Burcic,F,29,174,64,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Gold
116663,Viorica Susanu,F,24,186,77,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
118180,Angela Tama-Alupei,F,28,181,57,Romania,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Lightweight Double Sculls,Gold
98400,Iulian Raicea,M,27,175,72,Romania,ROU,2000 Summer,2000,Summer,Sydney,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",Bronze
22107,Beatrice Nicoleta Coad-Claru,F,25,170,64,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Individual Medley,Silver
22107,Beatrice Nicoleta Coad-Claru,F,25,170,64,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
80749,Diana Iuliana Mocanu,F,16,170,68,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 100 metres Backstroke,Gold
80749,Diana Iuliana Mocanu,F,16,170,68,Romania,ROU,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Backstroke,Gold
4179,Vladimir Vasilyevich Andreyev,M,34,170,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's 20 kilometres Walk,Bronze
41385,Svetlana Valentinovna Goncharenko (Doronina-),F,29,173,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
57374,Denis Viktorovich Kapustin,M,29,190,84,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Triple Jump,Bronze
61403,Sergey Petrovich Klyugin,M,26,192,82,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's High Jump,Gold
63214,Olga Ivanovna Kotlyarova,F,24,180,66,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
63221,Tatyana Vladimirovna Kotova,F,23,182,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Long Jump,Bronze
65345,Olga Sergeyevna Kuzenkova,F,29,176,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Hammer Throw,Silver
67625,Tatyana Romanovna Lebedeva,F,24,170,61,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Triple Jump,Silver
73817,Sergey Aleksandrovich Makarov,M,27,192,100,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Javelin Throw,Bronze
84856,Nataliya Viktorovna Nazarova,F,21,168,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
92823,Larisa Aleksandrovna Peleshenko (Agapova-),F,36,185,102,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Shot Put,Silver
97072,Irina Anatolyevna Privalova (Sergeyeva-),F,31,174,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 400 metres Hurdles,Gold
97072,Irina Anatolyevna Privalova (Sergeyeva-),F,31,174,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
97147,Yelena Vladimirovna Prokhorova,F,22,171,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's Heptathlon,Silver
113354,Yuliya Vladimirovna Sotnikova,F,29,170,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
118596,Maksim Vladimirovich Tarasov,M,29,194,80,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,Bronze
132811,Yelena Borisovna Yelesina,F,30,183,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,Gold
135563,Olesya Nikolayevna Zykina,F,19,171,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
31109,Kamil Aliyevich Dzhamaludinov,M,21,167,57,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Featherweight,Bronze
39195,Gaydarbek Abdulayevich Gaydarbekov,M,23,183,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Middleweight,Silver
51539,Sultan-Akhmed Magomedsalikhovich Ibragimov,M,25,184,91,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Silver
67673,Aleksandr Borisovich Lebzyak,M,31,188,81,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Heavyweight,Gold
73957,Raimkul Khadoynazarovich Malakhbekov,M,26,168,54,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Bantamweight,Silver
74034,Aleksandr Ivanovich Maletin,M,25,170,64,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Lightweight,Bronze
104452,Oleg Elekpayevich Saitov,M,26,178,69,Russia,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Welterweight,Gold
89254,Maksim Aleksandrovich Opalev,M,21,184,93,Russia,RUS,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Silver
43032,Oksana Yuryevna Grishina,F,31,160,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Sprint,Silver
75178,Aleksey Mikhaylovich Markov,M,21,181,81,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Points Race,Bronze
112020,Olga Anatolyevna Slyusareva,F,31,168,60,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Points Race,Bronze
132807,Vyacheslav Vladimirovich Yekimov,M,34,175,67,Russia,RUS,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Individual Time Trial,Gold
29000,Aleksandr Mikhaylovich Dobroskok,M,18,175,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Silver
51920,Vera Sergeyevna Ilyina,F,26,162,49,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold
72182,Igor Vladimirovich Lukashin,M,21,171,70,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Gold
90671,Yuliya Vladimirovna Pakhalina,F,23,155,47,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Women's Synchronized Springboard,Gold
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Springboard,Bronze
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Platform,Bronze
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Springboard,Silver
106161,Dmitry Ivanovich Sautin,M,26,172,65,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Gold
6343,Karina Borisovna Aznavuryan,F,25,170,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
37342,Aleksey Mikhaylovich Frosin,M,22,186,89,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Gold
62252,Pavel Anatolyevich Kolobkov,M,30,182,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Individual",Gold
71060,Tatyana Yuryevna Logunova,F,20,174,62,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
77091,Mariya Valeryevna Mazina,F,36,175,62,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
96670,Stanislav Alekseyevich Pozdnyakov,M,26,178,78,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Gold
109281,Sergey Aleksandrovich Sharikov,M,26,182,78,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Sabre, Team",Gold
109649,Dmitry Stepanovich Shevchenko,M,32,194,96,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's Foil, Individual",Bronze
132885,Oksana Ivanovna Yermakova,F,27,170,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
3249,Maksim Nikolayevich Alyoshin,M,21,166,63,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
13128,Aleksey Petrovich Bondarenko,M,22,160,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
13128,Aleksey Petrovich Bondarenko,M,22,160,58,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horse Vault,Silver
20406,Anna Sergeyevna Chepeleva,F,16,NA,NA,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
29996,Dmitry Nikolayevich Drevin,M,18,170,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
59380,Svetlana Vasilyevna Khorkina,F,21,165,47,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
59380,Svetlana Vasilyevna Khorkina,F,21,165,47,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Silver
59380,Svetlana Vasilyevna Khorkina,F,21,165,47,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Uneven Bars,Gold
62176,Anastasiya Nikolayevna Kolesnikova,F,16,147,34,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
64444,Nikolay Vyacheslavovich Kryukov,M,21,164,59,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
70912,Yekaterina Vladimirovna Lobaznyuk,F,17,141,40,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
70912,Yekaterina Vladimirovna Lobaznyuk,F,17,141,40,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Bronze
70912,Yekaterina Vladimirovna Lobaznyuk,F,17,141,40,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Silver
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Individual All-Around,Gold
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Floor Exercise,Silver
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Horizontal Bar,Gold
85286,Aleksey Yuryevich Nemov,M,24,174,75,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Pommelled Horse,Bronze
95591,Yevgeny Anatolyevich Podgorny,M,23,161,56,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Men's Team All-Around,Bronze
97125,Yelena Sergeyevna Produnova,F,20,150,39,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
97125,Yelena Sergeyevna Produnova,F,20,150,39,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Balance Beam,Bronze
133869,Yelena Mikhaylovna Zamolodchikova,F,17,154,43,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Team All-Around,Silver
133869,Yelena Mikhaylovna Zamolodchikova,F,17,154,43,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Floor Exercise,Gold
133869,Yelena Mikhaylovna Zamolodchikova,F,17,154,43,Russia,RUS,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Women's Horse Vault,Gold
35349,Dmitry Rudolfovich Filippov,M,31,187,82,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
41904,Vyacheslav Nikolayevich Gorpishin,M,30,200,100,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
59340,Oleg Viktorovich Khodkov,M,26,196,90,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
62109,Eduard Aleksandrovich Koksharov,M,24,186,87,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
64156,Denis Ivanovich Krivoshlykov,M,29,180,85,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
64632,Vasily Aleksandrovich Kudinov,M,31,195,100,Russia,RUS,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Gold
